★ StatTrak™ Navaja Knife | Slaughter (Factory New),10157,11730,Bitskins,Csgoroll,1646711124327,1646859024961,1573
★ Falchion Knife | Ultraviolet (Field-Tested),7451,8389,Dmarket,Csgoroll,1646769243712,1646866881692,938
★ Bowie Knife | Night (Field-Tested),7704,9139,Skinwallet,Csgoroll,1646635399621,1646883349205,1435
★ M9 Bayonet | Rust Coat (Battle-Scarred),19019,20869,Dmarket,Csgoroll,1646759878992,1646922419851,1850
Glock-18 | Fade (Factory New),85583,96639,Duelbits,Csgoroll,1646812071018,1646923091958,11056
AWP | Asiimov (Field-Tested),8095,9139,Skinwallet,Csgoroll,1646750373724,1646925379329,1044
Desert Eagle | Cobalt Disruption (Factory New),4600,5183,Skinwallet,Csgoroll,1646750433425,1646927087888,583
★ Huntsman Knife | Boreal Forest (Battle-Scarred),6797,7638,Skinscash,Csgoroll,1646817012865,1646927431922,841
★ Falchion Knife | Damascus Steel (Field-Tested),8756,9753,Dmarket,Csgoroll,1646775337515,1646927683564,997
★ Huntsman Knife | Ultraviolet (Well-Worn),7040,7911,Skinscash,Csgoroll,1646817015001,1646929699542,871
AWP | Wildfire (Minimal Wear),5653,6479,Skinscash,Csgoroll,1646748615905,1646930358930,826
★ Nomad Knife | Forest DDPAT (Field-Tested),8549,10366,Dmarket,Csgoroll,1646734862185,1646930800089,1817
★ Nomad Knife | Scorched (Field-Tested),8522,8934,Dmarket,Csgoroll,1646770144415,1646932434426,412
★ Huntsman Knife | Safari Mesh (Field-Tested),6134,7161,Dmarket,Csgoroll,1646747462307,1646932928561,1027
AWP | Asiimov (Battle-Scarred),4703,5388,Skinwallet,Csgoroll,1646838304454,1646933664033,685
★ Falchion Knife | Fade (Factory New),16731,19232,Skinscash,Csgoroll,1646748629126,1646935664356,2501
★ Navaja Knife,4924,5661,Skinscash,Csgoroll,1646748610186,1646938870446,737
StatTrak™ M4A4 | Buzz Kill (Factory New),4442,4910,Skinwallet,Csgoroll,1646750433477,1646943899239,468
StatTrak™ AWP | Wildfire (Field-Tested),7330,8457,Skinwallet,Csgoroll,1646747181700,1646944873129,1127
AK-47 | Fuel Injector (Field-Tested),7273,8184,Dmarket,Csgoroll,1646775337913,1646946231489,911
★ Huntsman Knife | Tiger Tooth (Factory New),15781,17732,Skinscash,Csgoroll,1646817019024,1646947573259,1951
★ Bowie Knife | Tiger Tooth (Factory New),15476,17323,Skinwallet,Csgoroll,1646750434209,1646947752119,1847
★ Huntsman Knife | Tiger Tooth (Factory New),15781,17732,Skinscash,Csgoroll,1646925016417,1646948469235,1951
AWP | Asiimov (Field-Tested),8095,9139,Skinwallet,Csgoroll,1646750433396,1646949808294,1044
★ Navaja Knife | Night Stripe (Minimal Wear),5159,5797,Skinscash,Csgoroll,1646925025834,1646956792853,638
AK-47 | Vulcan (Well-Worn),5458,6274,Skinscash,Csgoroll,1646755822449,1646956913865,816
★ Gut Knife | Fade (Factory New),12246,13708,Bitskins,Csgoroll,1646763123436,1646959788863,1462
StatTrak™ M4A4 | The Emperor (Minimal Wear),6190,6956,Skinscash,Csgoroll,1646935810672,1646966650695,766
★ Gut Knife | Ultraviolet (Well-Worn),6251,7025,Skinscash,Csgoroll,1646824209570,1646990924738,774
★ StatTrak™ Shadow Daggers | Crimson Web (Field-Tested),10485,12412,Skinwallet,Csgoroll,1646649630257,1646996509846,1927
★ Stiletto Knife | Urban Masked (Field-Tested),8264,9821,Dmarket,Csgoroll,1646766653094,1647004004695,1557
AK-47 | Bloodsport (Factory New),5280,5933,Skinscash,Csgoroll,1646817014491,1647012863819,653
AWP | Wildfire (Minimal Wear),5766,6479,Skinscash,Csgoroll,1646925018350,1647013382069,713
AWP | Asiimov (Battle-Scarred),4500,5388,Skinwallet,Csgoroll,1646941485902,1647013646091,888
AWP | Asiimov (Field-Tested),8000,9139,Bitskins,Csgoroll,1646750884086,1647015223393,1139
★ Survival Knife | Boreal Forest (Field-Tested),6696,7297,Skinscash,Csgoroll,1646817011559,1647015259066,601
StatTrak™ M4A1-S | Hyper Beast (Field-Tested),4200,4774,Bitskins,Csgoroll,1646824433121,1647016446745,574
StatTrak™ AWP | Redline (Minimal Wear),8872,9889,Dmarket,Csgoroll,1646758077933,1647016458754,1017
AWP | BOOM (Minimal Wear),5139,5729,Skinscash,Csgoroll,1646817012088,1647018492872,590
★ Classic Knife | Stained (Field-Tested),8909,9821,Bitskins,Csgoroll,1646751181603,1647019565797,912
AWP | BOOM (Field-Tested),4069,4433,Bitskins,Csgoroll,1646762824357,1647024366688,364
★ Sport Gloves | Bronze Morph (Field-Tested),13657,15345,Skinscash,Csgoroll,1646935810088,1647024484938,1688
★ Nomad Knife | Urban Masked (Field-Tested),9171,10776,Dmarket,Csgoroll,1646761921798,1647024667412,1605
★ Bowie Knife | Tiger Tooth (Factory New),15292,17323,Dmarket,Csgoroll,1646766652747,1647027364176,2031
AWP | Asiimov (Battle-Scarred),4794,5388,Skinscash,Csgoroll,1646997018774,1647030298408,594
★ Falchion Knife | Ultraviolet (Minimal Wear),9000,10366,Bitskins,Csgoroll,1646732113879,1647031092359,1366
M4A1-S | Player Two (Minimal Wear),4300,4842,Skinwallet,Csgoroll,1646750435178,1647032905101,542
AWP | Asiimov (Field-Tested),8200,9139,Bitskins,Csgoroll,1646761623658,1647032998482,939
StatTrak™ AK-47 | The Empress (Minimal Wear),7926,9071,Skinscash,Csgoroll,1646748639230,1647033816498,1145
★ Gut Knife | Damascus Steel (Minimal Wear),6695,7502,Skinscash,Csgoroll,1646817019915,1647034342734,807
★ Stiletto Knife | Slaughter (Minimal Wear),20082,22983,Dmarket,Csgoroll,1646758978499,1647036605744,2901
★ Hand Wraps | Spruce DDPAT (Field-Tested),8068,9002,Skinscash,Csgoroll,1646748639951,1647039516161,934
★ Shadow Daggers | Fade (Factory New),14112,16368,Dmarket,Csgoroll,1646769243987,1647040166394,2256
★ Gut Knife | Freehand (Minimal Wear),6803,8048,Skinwallet,Csgoroll,1646994534886,1647040442137,1245
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred),6645,7638,Skinscash,Csgoroll,1646748632048,1647042749289,993
★ Specialist Gloves | Forest DDPAT (Battle-Scarred),5673,6479,Skincrib,Csgoroll,1646672269330,1647043937950,806
★ Stiletto Knife | Scorched (Field-Tested),7400,8525,Skinwallet,Csgoroll,1646672275007,1647049473709,1125
UMP-45 | Fade (Factory New),18499,20255,Bitskins,Csgoroll,1647018815200,1647050941439,1756
★ Stiletto Knife | Scorched (Battle-Scarred),7587,8525,Skinscash,Csgoroll,1646817013902,1647062246796,938
★ Falchion Knife | Rust Coat (Battle-Scarred),6172,7025,Skinscash,Csgoroll,1646748611843,1647090966190,853
★ Gut Knife | Black Laminate (Battle-Scarred),6555,7366,Skinscash,Csgoroll,1647083410271,1647094231205,811
★ Navaja Knife | Stained (Battle-Scarred),4680,5320,Skinscash,Csgoroll,1646748620818,1647096689812,640
AWP | Hyper Beast (Factory New),6187,7297,Skinwallet,Csgoroll,1646709304985,1647099939892,1110
AWP | Wildfire (Minimal Wear),5766,6479,Skinscash,Csgoroll,1646997011916,1647100985242,713
AWP | Graphite (Factory New),11750,13231,Skinwallet,Csgoroll,1646994714856,1647100995723,1481
★ Specialist Gloves | Crimson Web (Battle-Scarred),11168,12549,Skinscash,Csgoroll,1646925016813,1647101411096,1381
AWP | Asiimov (Battle-Scarred),4750,5388,Bitskins,Csgoroll,1647035332003,1647101763267,638
AWP | BOOM (Field-Tested),4068,4433,Bitskins,Csgoroll,1646763868095,1647101972909,365
AWP | BOOM (Minimal Wear),5139,5729,Skinscash,Csgoroll,1646817018262,1647102019138,590
StatTrak™ Glock-18 | Neo-Noir (Minimal Wear),4137,4638,Skinwallet,Csgoroll,1646750434597,1647102097630,501
AWP | Asiimov (Battle-Scarred),4794,5388,Skinscash,Csgoroll,1647083413420,1647102319903,594
StatTrak™ AK-47 | Neon Revolution (Minimal Wear),4330,4979,Skinscash,Csgoroll,1646755821854,1647102479271,649
M4A1-S | Printstream (Field-Tested),7283,8184,Skinscash,Csgoroll,1647083411811,1647102809629,901
AWP | Asiimov (Field-Tested),8100,9139,Csdeals,Csgoroll,1646761640526,1647102974887,1039
Desert Eagle | Blaze (Factory New),34943,38738,Skinscash,Csgoroll,1647083414690,1647103447730,3795
USP-S | The Traitor (Factory New),5948,6684,Skinscash,Csgoroll,1647083420848,1647103781725,736
StatTrak™ M4A1-S | Hyper Beast (Field-Tested),4248,4774,Skinscash,Csgoroll,1646925010259,1647104246691,526
★ M9 Bayonet | Tiger Tooth (Factory New),48700,54219,Csdeals,Csgoroll,1646761649721,1647104836742,5519
★ Hydra Gloves | Rattler (Field-Tested),4924,5661,Skinscash,Csgoroll,1646748621037,1647106185568,737
★ Huntsman Knife | Marble Fade (Factory New),19300,21619,Bitskins,Csgoroll,1646751182643,1647106306991,2319
★ Navaja Knife | Damascus Steel (Field-Tested),4805,5524,Skinscash,Csgoroll,1646748637892,1647107397103,719
★ Flip Knife | Bright Water (Field-Tested),11008,12412,Skinscash,Csgoroll,1646748610365,1647111087755,1404
AK-47 | Fuel Injector (Field-Tested),7200,8184,Bitskins,Csgoroll,1647019115026,1647120148761,984
AK-47 | The Empress (Factory New),6600,7434,Csdeals,Csgoroll,1647019120583,1647123059308,834
★ Falchion Knife | Tiger Tooth (Factory New),13657,15345,Skinscash,Csgoroll,1647033009837,1647127363684,1688
★ Gut Knife | Autotronic (Field-Tested),10119,11594,Skinwallet,Csgoroll,1646750373669,1647131040512,1475
★ Paracord Knife | Crimson Web (Battle-Scarred),11364,12822,Skinscash,Csgoroll,1646755814091,1647131407014,1458
★ Survival Knife | Scorched (Field-Tested),6241,7093,Dmarket,Csgoroll,1647118678102,1647131948808,852
★ StatTrak™ Flip Knife | Scorched (Field-Tested),7519,8593,Dmarket,Csgoroll,1647083576950,1647136124851,1074
★ Shadow Daggers | Slaughter (Field-Tested),8951,9957,Dmarket,Csgoroll,1646753577315,1647146262943,1006
★ Skeleton Knife | Fade (Factory New),130738,150040,Dmarket,Csgoroll,1646765063989,1647150298609,19302
M4A1-S | Hot Rod (Factory New),42730,48899,Skinscash,Csgoroll,1646925010983,1647152463779,6169
★ Navaja Knife | Fade (Factory New),10682,12003,Skinscash,Csgoroll,1647083414888,1647155212632,1321
M4A4 | Asiimov (Field-Tested),9000,10162,Bitskins,Csgoroll,1647047441277,1647156483663,1162
M4A1-S | Hot Rod (Factory New),42730,48899,Skinscash,Csgoroll,1647097813418,1647161376624,6169
AWP | Containment Breach (Field-Tested),4430,4979,Skinscash,Csgoroll,1646817017384,1647161421735,549
AWP | Asiimov (Field-Tested),8200,9139,Csdeals,Csgoroll,1646761640680,1647161439635,939
StatTrak™ M4A1-S | Nightmare (Factory New),7173,7775,Skinscash,Csgoroll,1646748612035,1647161443600,602
★ Navaja Knife | Damascus Steel (Field-Tested),4916,5524,Skinscash,Csgoroll,1646925024301,1647161999794,608
AWP | Asiimov (Battle-Scarred),4794,5388,Skinscash,Csgoroll,1647083419535,1647162305533,594
AWP | Asiimov (Field-Tested),8000,9139,Csdeals,Csgoroll,1646761641290,1647162630887,1139
M4A1-S | Master Piece (Minimal Wear),7493,9412,Dmarket,Csgoroll,1646725860846,1647162665917,1919
USP-S | The Traitor (Factory New),5948,6684,Skinscash,Csgoroll,1647097809471,1647163880676,736
AWP | Hyper Beast (Factory New),6266,7297,Skinwallet,Csgoroll,1646709363570,1647165161914,1031
AK-47 | Vulcan (Field-Tested),9014,9753,Dmarket,Csgoroll,1646762821287,1647165946945,739
M4A1-S | Printstream (Field-Tested),7283,8184,Skinscash,Csgoroll,1647083415284,1647167561695,901
AK-47 | Vulcan (Minimal Wear),18866,21142,Skinwallet,Csgoroll,1646750373155,1647167693768,2276
★ Huntsman Knife | Marble Fade (Factory New),19299,21619,Bitskins,Csgoroll,1646761923404,1647167888644,2320
★ Bayonet | Freehand (Well-Worn),15696,18414,Dmarket,Csgoroll,1646748363252,1647170890858,2718
★ Karambit | Tiger Tooth (Factory New),57968,66631,Skinscash,Csgoroll,1646748609733,1647172079747,8663
★ Driver Gloves | Overtake (Field-Tested),8828,9957,Dmarket,Csgoroll,1647101578542,1647176409175,1129
AK-47 | Vulcan (Field-Tested),8751,9753,Skinwallet,Csgoroll,1647031555857,1647178293998,1002
StatTrak™ AK-47 | Neon Rider (Field-Tested),5523,6206,Skinscash,Csgoroll,1647083418781,1647179758746,683
AK-47 | Bloodsport (Factory New),5280,5933,Skinscash,Csgoroll,1646820611124,1647180402828,653
★ Stiletto Knife | Rust Coat (Battle-Scarred),8678,10025,Dmarket,Csgoroll,1646766652840,1647180827047,1347
★ Karambit | Lore (Battle-Scarred),32395,37578,Dmarket,Csgoroll,1647072777970,1647181672873,5183
★ Hydra Gloves | Mangrove (Field-Tested),4700,5320,Bitskins,Csgoroll,1646831425560,1647181954103,620
★ Navaja Knife,4924,5661,Skinscash,Csgoroll,1646755821645,1647184371436,737
★ Specialist Gloves | Fade (Well-Worn),23276,26598,Dmarket,Csgoroll,1647118678212,1647188426236,3322
★ Bowie Knife | Tiger Tooth (Factory New),15000,17323,Bitskins,Csgoroll,1646771975919,1647188428016,2323
★ Shadow Daggers | Lore (Field-Tested),10177,11458,Dmarket,Csgoroll,1647189793442,1647191606363,1281
StatTrak™ M4A1-S | Player Two (Minimal Wear),7582,8389,Skinscash,Csgoroll,1646766612347,1647193896014,807
Desert Eagle | Emerald Jörmungandr (Factory New),15500,17664,Bitskins,Csgoroll,1646812953345,1647194110905,2164
★ Shadow Daggers | Fade (Factory New),14479,16368,Skinwallet,Csgoroll,1647118689823,1647195118871,1889
★ Nomad Knife | Night Stripe (Field-Tested),10800,12208,Bitskins,Csgoroll,1646648066954,1647198666688,1408
AK-47 | Vulcan (Well-Worn),5583,6274,Skinscash,Csgoroll,1646925010048,1647200043693,691
★ StatTrak™ Shadow Daggers | Ultraviolet (Field-Tested),6550,7502,Duelbits,Csgoroll,1646816174586,1647201301921,952
★ Shadow Daggers | Autotronic (Minimal Wear),7998,8934,Bitskins,Csgoroll,1646761969796,1647201328641,936
★ Nomad Knife | Forest DDPAT (Field-Tested),9000,10366,Bitskins,Csgoroll,1646831360030,1647202175258,1366
★ Falchion Knife | Blue Steel (Field-Tested),7400,8661,Bitskins,Csgoroll,1646762823329,1647204434531,1261
★ Shadow Daggers | Tiger Tooth (Factory New),9681,10844,Dmarket,Csgoroll,1646775337701,1647206418781,1163
StatTrak™ USP-S | Kill Confirmed (Well-Worn),8700,9821,Csdeals,Csgoroll,1647019118183,1647208621251,1121
★ Navaja Knife | Marble Fade (Factory New),9739,11117,Bitskins,Csgoroll,1646803006589,1647216036115,1378
★ Gut Knife | Crimson Web (Field-Tested),6935,8310,Dmarket,Dmarket,1646743862459,1647232135388,1375
★ Navaja Knife,5037,5661,Skinscash,Csgoroll,1646817020088,1647233366663,624
M4A4 | Howl (Well-Worn),260000,286440,Csdeals,Csgoroll,1646609823226,1647267020894,26440
★ Falchion Knife | Damascus Steel (Minimal Wear),9095,10639,Dmarket,Csgoroll,1646770144345,1647268758902,1544
StatTrak™ USP-S | Neo-Noir (Minimal Wear),6039,6820,Skinwallet,Csgoroll,1646921556838,1647269078210,781
★ Gut Knife | Crimson Web (Field-Tested),7101,8310,Skinscash,Dmarket,1646925010461,1647271585588,1209
StatTrak™ AWP | Asiimov (Well-Worn),10743,12071,Skinscash,Csgoroll,1646925020466,1647274743955,1328
★ Navaja Knife | Ultraviolet (Well-Worn),5001,5592,Skinscash,Csgoroll,1647166243133,1647276363055,591
★ Bowie Knife | Tiger Tooth (Factory New),15417,17323,Skinscash,Csgoroll,1647033009632,1647277509941,1906
★ Hydra Gloves | Mangrove (Field-Tested),4734,5320,Skinscash,Csgoroll,1647173414434,1647278136839,586
★ Flip Knife | Tiger Tooth (Minimal Wear),20921,23938,Dmarket,Csgoroll,1646775336859,1647279431921,3017
★ Falchion Knife | Rust Coat (Battle-Scarred),6299,7025,Bitskins,Csgoroll,1646750882045,1647280045799,726
AK-47 | Bloodsport (Factory New),5200,5933,Bitskins,Csgoroll,1646834568012,1647281155115,733
M4A1-S | Hot Rod (Factory New),41091,48899,Duelbits,Csgoroll,1647220686872,1647281313116,7808
Desert Eagle | Printstream (Minimal Wear),5644,6343,Skinscash,Csgoroll,1647083413037,1647281593318,699
★ Gut Knife | Fade (Factory New),12246,13708,Bitskins,Csgoroll,1646763866193,1647281641227,1462
StatTrak™ M4A1-S | Hyper Beast (Field-Tested),4124,4774,Skinwallet,Csgoroll,1647031555648,1647281887941,650
AWP | Containment Breach (Field-Tested),4430,4979,Skinscash,Csgoroll,1646820620792,1647282595749,549
★ Navaja Knife | Safari Mesh (Minimal Wear),4916,5524,Skinscash,Csgoroll,1646925017196,1647282778990,608
AK-47 | Gold Arabesque (Field-Tested),101896,114440,Skinscash,Csgoroll,1646997025058,1647284976424,12544
AK-47 | Fuel Injector (Well-Worn),4762,5592,Skinwallet,Csgoroll,1647178146715,1647287181331,830
★ Hand Wraps | Constrictor (Battle-Scarred),6039,6888,Dmarket,Csgoroll,1647115077289,1647287779060,849
★ Specialist Gloves | Foundation (Battle-Scarred),10894,13026,Dmarket,Csgoroll,1646757177408,1647287856744,2132
★ Paracord Knife,15356,17255,Skinscash,Csgoroll,1646817015347,1647288452135,1899
★ Falchion Knife | Scorched (Field-Tested),6071,6820,Skinscash,Csgoroll,1647083413588,1647288627943,749
AWP | Containment Breach (Field-Tested),4211,4979,Skinwallet,Csgoroll,1646986854046,1647288823603,768
★ Stiletto Knife | Damascus Steel (Field-Tested),10707,12617,Dmarket,Csgoroll,1646758978634,1647290257253,1910
AWP | Asiimov (Battle-Scarred),4794,5388,Skinscash,Csgoroll,1647097809644,1647291793891,594
★ Navaja Knife | Damascus Steel (Field-Tested),4916,5524,Skinscash,Csgoroll,1647285021258,1647292930359,608
★ Talon Knife | Fade (Factory New),79000,88728,Csdeals,Csgoroll,1646761653863,1647293152277,9728
★ StatTrak™ Shadow Daggers | Urban Masked (Field-Tested),6008,6752,Skinscash,Csgoroll,1647166232809,1647294235721,744
★ Talon Knife | Damascus Steel (Field-Tested),20367,23324,Dmarket,Csgoroll,1646753577385,1647295370812,2957
AWP | Wildfire (Minimal Wear),5766,6479,Skinscash,Csgoroll,1646997014402,1647295377007,713
★ Huntsman Knife | Damascus Steel (Factory New),9866,10707,Dmarket,Csgoroll,1647188817892,1647296957663,841
AK-47 | Bloodsport (Factory New),5280,5933,Skinscash,Csgoroll,1646925017772,1647297046354,653
★ Stiletto Knife | Marble Fade (Factory New),25500,29326,Bitskins,Csgoroll,1647184888606,1647303160840,3826
AWP | Asiimov (Battle-Scarred),4794,5388,Skinscash,Csgoroll,1647097810783,1647306137045,594
★ Falchion Knife | Tiger Tooth (Factory New),13602,15345,Dmarket,Csgoroll,1647043976938,1647307606243,1743
★ Ursus Knife | Stained (Field-Tested),8376,9412,Skinscash,Csgoroll,1646817012665,1647308189060,1036
StatTrak™ Desert Eagle | Printstream (Field-Tested),7694,8798,Skinwallet,Csgoroll,1647117850533,1647309693256,1104
★ Bowie Knife | Marble Fade (Factory New),18450,21142,Skinwallet,Csgoroll,1646921556576,1647314273378,2692
★ Specialist Gloves | Mogul (Field-Tested),18664,21210,Skinwallet,Csgoroll,1646921556040,1647319116653,2546
M4A1-S | Hot Rod (Factory New),41084,48899,Csdeals,Csgoroll,1647290369506,1647321178654,7815
★ Falchion Knife | Fade (Factory New),17232,19232,Skinwallet,Csgoroll,1646750434668,1647321426790,2000
★ Shadow Daggers | Bright Water (Field-Tested),5800,6684,Skinwallet,Csgoroll,1647201871436,1647326611452,884
★ Skeleton Knife | Scorched (Field-Tested),15881,17937,Skinscash,Csgoroll,1646748616693,1647330114919,2056
M4A1-S | Player Two (Field-Tested),2199,2469,Skincrib,Csgoroll,1646699166483,1647330716663,270
★ Gut Knife | Crimson Web (Field-Tested),7101,7979,Skinscash,Csgoroll,1647173412153,1647331846154,878
AK-47 | Neon Rider (Field-Tested),2622,3069,Skincrib,Csgoroll,1646702742502,1647332019745,447
★ Falchion Knife | Night (Well-Worn),8306,7707,Skinscash,Csgoroll,1646748629329,1647332062078,-599
★ Falchion Knife | Night (Well-Worn),6824,7707,Duelbits,Csgoroll,1646835968746,1647332073200,883
★ Falchion Knife | Night (Well-Worn),8497,7707,Skinscash,Csgoroll,1647083422898,1647332128929,-790
M4A1-S | Printstream (Battle-Scarred),4734,5320,Skinscash,Csgoroll,1647173415665,1647336631763,586
★ Stiletto Knife | Blue Steel (Minimal Wear),11335,13094,Skinscash,Csgoroll,1646655013083,1647337099047,1759
AWP | Containment Breach (Field-Tested),4430,4979,Skinscash,Csgoroll,1647083419369,1647337777777,549
AWP | Asiimov (Battle-Scarred),4773,5388,Skinwallet,Csgoroll,1647118449621,1647339901230,615
★ Driver Gloves | Convoy (Field-Tested),5752,6615,Skinscash,Csgoroll,1646655013256,1647339977115,863
★ Shadow Daggers | Safari Mesh (Battle-Scarred),5491,6206,Skinscash,Csgoroll,1646997015969,1647340773123,715
★ Flip Knife | Stained (Minimal Wear),9380,10980,Dmarket,Csgoroll,1646743862352,1647342393841,1600
AK-47 | Neon Rider (Minimal Wear),4250,4979,Bitskins,Csgoroll,1646647589808,1647342533847,729
AK-47 | Bloodsport (Factory New),5280,5933,Skinscash,Csgoroll,1647097809824,1647343404686,653
AWP | BOOM (Minimal Wear),5000,5729,Skinwallet,Csgoroll,1647266272149,1647347940879,729
AWP | Hyper Beast (Factory New),6279,7297,Dmarket,Csgoroll,1646710204449,1647348223059,1018
★ Stiletto Knife | Ultraviolet (Field-Tested),10136,11389,Skinscash,Csgoroll,1647173416439,1647348405713,1253
★ Flip Knife | Damascus Steel (Field-Tested),10271,11662,Dmarket,Csgoroll,1647107877198,1647349101801,1391
★ Specialist Gloves | Forest DDPAT (Battle-Scarred),5653,6479,Skinscash,Csgoroll,1646748628247,1647349951078,826
★ StatTrak™ Paracord Knife | Boreal Forest (Field-Tested),7769,8730,Skinscash,Csgoroll,1647349810132,1647351080036,961
★ Hand Wraps | Spruce DDPAT (Field-Tested),8020,9002,Dmarket,Csgoroll,1646754477505,1647358377950,982
★ Navaja Knife | Damascus Steel (Minimal Wear),5256,6002,Skinscash,Csgoroll,1646655013450,1647361432942,746
AWP | Wildfire (Minimal Wear),5766,6479,Skinscash,Csgoroll,1647083414156,1647362308339,713
★ Navaja Knife | Scorched (Minimal Wear),4916,5524,Skinscash,Csgoroll,1647166224490,1647366326847,608
★ Navaja Knife | Marble Fade (Factory New),9893,11117,Skinscash,Csgoroll,1646925024112,1647371468211,1224
Desert Eagle | Hypnotic (Factory New),6450,7189,Bitskins,Skincrib,1646662467794,1647374468037,739
★ Stiletto Knife | Scorched (Field-Tested),7667,8623,Dmarket,Skincrib,1646775337609,1647374510512,956
Desert Eagle | Hypnotic (Factory New),6450,7189,Bitskins,Skincrib,1646662468963,1647374550851,739
Desert Eagle | Code Red (Factory New),4612,5086,Skinscash,Skincrib,1647285021763,1647374574676,474
★ Shadow Daggers | Urban Masked (Field-Tested),5401,6070,Skinscash,Csgoroll,1647083411210,1647374678697,669
★ Butterfly Knife | Black Laminate (Battle-Scarred),59000,67450,Skinwallet,Csgoroll,1646613956664,1647382587704,8450
P250 | Crimson Kimono (Factory New),843,1099,Skincrib,Skincrib,1646672340941,1647382896435,256
Sticker | Copenhagen Flames (Gold) | Stockholm 2021,703,808,Skincrib,Skincrib,1646677018336,1647382969464,105
AK-47 | Baroque Purple (Factory New),638,733,Skincrib,Skincrib,1646672604342,1647383044181,95
Rezan The Ready | Sabre,93,95,Skincrib,Skincrib,1646657399367,1647383053052,2
D Squadron Officer | NZSAS,269,324,Skincrib,Skincrib,1646673202797,1647383088664,55
★ Navaja Knife | Marble Fade (Factory New),9893,11117,Skinscash,Csgoroll,1647083410675,1647383173829,1224
USP-S | Kill Confirmed (Factory New),11763,13435,Skinwallet,Csgoroll,1646680257577,1647384185391,1672
★ Survival Knife | Night Stripe (Minimal Wear),9135,10366,Dmarket,Csgoroll,1646775336926,1647384431013,1231
★ Nomad Knife | Night Stripe (Field-Tested),10156,12208,Skinscash,Csgoroll,1646655012631,1647384677039,2052
★ Falchion Knife | Ultraviolet (Field-Tested),7465,8389,Skinscash,Csgoroll,1647083413205,1647388731674,924
USP-S | Kill Confirmed (Factory New),12000,13435,Bitskins,Csgoroll,1647333904184,1647392459934,1435
★ Paracord Knife,15356,17510,Skinscash,Dmarket,1647166227887,1647397356892,2154
★ Shadow Daggers | Lore (Field-Tested),10177,11458,Dmarket,Csgoroll,1647270621682,1647397371327,1281
★ Flip Knife | Lore (Field-Tested),20575,23120,Skinscash,Csgoroll,1647173417074,1647398272767,2545
Souvenir SG 553 | Desert Blossom (Minimal Wear),56,61,Skincrib,Skincrib,1646661683727,1647401285808,5
★ Flip Knife,13528,15550,Skinscash,Csgoroll,1646748616499,1647403647852,2022
★ Hand Wraps | Arboreal (Minimal Wear),11836,13299,Skinscash,Csgoroll,1646817018683,1647405740781,1463
★ Flip Knife,13719,15550,Skinwallet,Csgoroll,1646750434846,1647416084911,1831
